GeneID,Length,logFC,logCPM,F,PValue,FDR,
FBgn0005630 eval 8e-12,743,0.016457631,1.911274374,0.011726556,0.917155359,0.984921153,
,,,,,,,
CG15312,1388,-0.009579415,5.653798859,0.011674433,0.917338848,0.984921153,
,,,,,,,
Membrin,707,-0.01275468,5.291265339,0.011663315,0.917378043,0.984921153,
,,,,,,,
CG32442,1003,-0.014875062,3.298959273,0.011629273,0.917498164,0.984921153,
,,,,,,,
CG11964,1682,-0.011991014,6.921205064,0.011571813,0.917701323,0.984921153,
,,,,,,,
CG12769,4199,0.013458173,5.91456721,0.011556018,0.917757261,0.984921153,
,,,,,,,
CG8334,3464,-0.019403602,6.121107745,0.011473403,0.918050464,0.98500047,
,,,,,,,
Mt2,989,-0.020757069,2.373514871,0.011342525,0.918517151,0.98500047,
,,,,,,,
Fuca,1528,-0.017294675,2.89822801,0.011333401,0.918549787,0.98500047,
,,,,,,,
CG9062,3341,0.009067113,7.810013341,0.011288809,0.91870948,0.98500047,
,,,,,,,
CG2292,2759,0.018262121,4.56145385,0.01126492,0.918795165,0.98500047,
,,,,,,,
msps_v2,4813,0.008953077,9.759063675,0.01119738,0.919037912,0.98500047,
,,,,,,,
CG8132_v3,1326,0.013404255,8.508727377,0.011153549,0.919195846,0.98500047,
,,,,,,,
CLIP-190,5215,0.019447207,6.270610386,0.011122307,0.919308607,0.98500047,
,,,,,,,
Pkn,5340,-0.014321829,8.121043747,0.011112816,0.919342896,0.98500047,
,,,,,,,
pit,2243,-0.01403763,7.051704909,0.011086989,0.919436274,0.98500047,
,,,,,,,
ZnT35C,1982,-0.008925015,8.045502047,0.011053987,0.919555759,0.98500047,
,,,,,,,
FBgn0035370 eval 0.001,209,-0.011185043,4.897269456,0.010989815,0.919788608,0.98500047,
,,,,,,,
sbr,2639,0.010219816,6.01065268,0.010905513,0.920095549,0.98500047,
,,,,,,,
ssp2,2776,0.010106249,7.260061356,0.010843313,0.920322788,0.98500047,
,,,,,,,
gish,415,-0.022330089,4.403077204,0.01083332,0.920359358,0.98500047,
,,,,,,,
SRm160,5042,0.010082522,9.258265144,0.010743499,0.920688829,0.98500047,
,,,,,,,
RunxA,794,0.023006048,0.927559884,0.01071359,0.920798848,0.98500047,
,,,,,,,
Adar_v2,2473,0.012757687,7.650134686,0.010662442,0.920987353,0.98500047,
,,,,,,,
eIF6,917,0.01331041,6.754183257,0.010583278,0.921280014,0.98500047,
,,,,,,,
bves,3379,0.009347137,7.252551632,0.010580854,0.921288994,0.98500047,
,,,,,,,
Nak,5929,0.008745834,7.686330224,0.010549164,0.921406474,0.98500047,
,,,,,,,
E(bx),9081,-0.009185266,9.282936547,0.010469813,0.921701423,0.98500047,
,,,,,,,
Tsp39D,2102,0.009217714,7.769987874,0.010465127,0.921718877,0.98500047,
,,,,,,,
CG5445,2095,-0.008800879,6.704686572,0.01043013,0.921849354,0.98500047,
,,,,,,,
ear,1946,0.008433564,6.675123021,0.01041267,0.921914528,0.98500047,
,,,,,,,
FBgn0261618 eval 0.006,546,-0.017858432,1.534493273,0.010404677,0.921944386,0.98500047,
,,,,,,,
osa,11926,-0.020106816,8.721089456,0.010325641,0.922240228,0.98500047,
,,,,,,,
Tbp,1504,0.008690911,6.172845635,0.01031639,0.922274932,0.98500047,
,,,,,,,
CG7841,973,0.013209853,6.018140561,0.010315437,0.922278505,0.98500047,
,,,,,,,
pAbp,5076,0.024427135,10.38629284,0.01030615,0.922313363,0.98500047,
,,,,,,,
CG15629,1403,0.009197065,5.676102791,0.010267554,0.922458388,0.98500047,
,,,,,,,
CG42508 eval 1e-10,888,-0.027021105,1.061430515,0.010213466,0.922662089,0.985035363,
,,,,,,,
Tim8,511,0.011587463,5.804691513,0.010179681,0.922789606,0.985035363,
,,,,,,,
twr,962,-0.009102733,7.074178958,0.010118939,0.923019403,0.985121307,
,,,,,,,
CG7322,889,-0.012590111,4.996937721,0.010071539,0.923199214,0.985153883,
,,,,,,,
CG8950,2597,0.009955509,5.648469197,0.009924302,0.923760497,0.985489149,
,,,,,,,
CG3376_v2,2468,0.013349783,5.052719019,0.009876809,0.923942442,0.985489149,
,,,,,,,
CG8135,2895,0.008166328,6.022716421,0.00980694,0.924210915,0.985489149,
,,,,,,,
CG3530,2083,-0.009783864,6.228252839,0.009783392,0.924301617,0.985489149,
,,,,,,,
FBgn0053864 eval 9e-06,355,0.025655771,2.081562506,0.009770732,0.924350425,0.985489149,
,,,,,,,
Rap2l,3465,-0.022614547,5.708047133,0.009727532,0.92451722,0.985489149,
,,,,,,,
CG14414,907,-0.011702455,3.252349474,0.009680538,0.924699089,0.985489149,
,,,,,,,
Rbm13,1167,0.011246768,6.422983494,0.00967821,0.924708109,0.985489149,
,,,,,,,
Asph,3069,0.008191809,6.642259961,0.009502749,0.92539121,0.985891138,
,,,,,,,
Su(fu),1521,0.008564519,6.474832406,0.009437644,0.925646292,0.985891138,
,,,,,,,
CG17912,1933,-0.008034788,7.748264769,0.009431411,0.92567076,0.985891138,
,,,,,,,
FBgn0003721 eval 3e-26,1080,0.009053501,6.725571299,0.009419763,0.925716508,0.985891138,
,,,,,,,
borr,1015,0.009295223,7.77900417,0.009390311,0.925832305,0.985891138,
,,,,,,,
CG6724,1371,-0.008357751,6.69934162,0.009204215,0.926568269,0.986512859,
,,,,,,,
Prosalpha3,952,0.012087358,6.702719,0.009120965,0.926899936,0.986512859,
,,,,,,,
BubR1,5147,-0.007639383,9.066315948,0.00907297,0.927091843,0.986512859,
,,,,,,,
Best1_v2,1248,0.012270472,3.070070916,0.009048986,0.927187936,0.986512859,
,,,,,,,
Graf_v2,4653,0.012563339,7.522756525,0.008984122,0.927448461,0.986512859,
,,,,,,,
CG4901,2455,0.011517404,6.447726825,0.008912679,0.92773651,0.986512859,
,,,,,,,
PyK,2032,0.008424376,9.45991499,0.008779913,0.92827492,0.986512859,
,,,,,,,
Afti,5903,0.022883477,6.880830262,0.00876557,0.928333334,0.986512859,
,,,,,,,
Ptp69D,4918,0.007921868,8.310281219,0.008753166,0.928383886,0.986512859,
,,,,,,,
sesB,1122,-0.010541887,9.512126463,0.008752603,0.928386182,0.986512859,
,,,,,,,
CG5861,967,0.008192847,5.537584337,0.008687668,0.928651434,0.986512859,
,,,,,,,
CG14812,946,0.009026079,4.804215261,0.008676817,0.928695855,0.986512859,
,,,,,,,
tko,555,-0.008754051,5.367691155,0.008666491,0.928738156,0.986512859,
,,,,,,,
asrij,1027,-0.011246332,6.225599576,0.008640345,0.928845372,0.986512859,
,,,,,,,
Liprin-alpha,5281,0.012728654,6.899586651,0.008630422,0.928886106,0.986512859,
,,,,,,,
CG9288,696,-0.010368621,5.514847129,0.008565329,0.929153902,0.986512859,
,,,,,,,
Ranbp16,3592,-0.008806513,7.720703685,0.008524595,0.92932201,0.986512859,
,,,,,,,
CG31278,709,-0.015834883,2.559121486,0.008520936,0.929337129,0.986512859,
,,,,,,,
CG14997,1665,0.010751794,5.53248162,0.008516431,0.929355751,0.986512859,
,,,,,,,
CG8298,2136,0.009002714,4.904184381,0.008420137,0.929754965,0.986512859,
,,,,,,,
CG9791,2379,-0.009368966,6.651030556,0.008401088,0.92983421,0.986512859,
,,,,,,,
stck,1286,-0.008495491,6.011561624,0.008357939,0.930014047,0.986512859,
,,,,,,,
FBgn0267690 eval 4e-05,3638,-0.023882031,3.691342628,0.008356513,0.930019999,0.986512859,
,,,,,,,
nito,4436,0.009438465,8.101086593,0.008327829,0.93013982,0.986512859,
,,,,,,,
MED1,1809,0.010518863,7.905595807,0.00831291,0.930202222,0.986512859,
,,,,,,,
Idh_v2,1548,0.010257757,8.311138824,0.008278538,0.930346212,0.986512859,
,,,,,,,
Top3alpha,3529,0.008055445,6.167341816,0.008253212,0.930452498,0.986512859,
,,,,,,,
Fdh_v2,1303,0.00923118,7.77686226,0.008074926,0.931205414,0.986543002,
,,,,,,,
CoVIIc,317,0.010785173,6.37050244,0.008060768,0.931265565,0.986543002,
,,,,,,,
cindr,3025,0.008213111,8.00055029,0.00805626,0.931284728,0.986543002,
,,,,,,,
regucalcin_v2,601,-0.007939797,5.344368251,0.008036286,0.931369698,0.986543002,
,,,,,,,
Nmd3,5958,-0.007403808,8.630580599,0.007952165,0.931728736,0.986543002,
,,,,,,,
Rassf,3312,-0.007988361,6.649775276,0.00794326,0.931766853,0.986543002,
,,,,,,,
alphaSnap,2219,-0.007437288,6.564840144,0.007931031,0.931819235,0.986543002,
,,,,,,,
garz,6849,0.012206008,7.278272778,0.007899474,0.931954603,0.986543002,
,,,,,,,
Mapmodulin,3674,0.007856278,9.126632647,0.007898923,0.931956965,0.986543002,
,,,,,,,
fax,2858,0.007683049,5.689336489,0.00789451,0.931975917,0.986543002,
,,,,,,,
Tace_v2,2182,-0.01053686,8.363336329,0.007854279,0.932148939,0.986567899,
,,,,,,,
lea,3541,-0.010745027,4.382664523,0.007801749,0.932375532,0.986649477,
,,,,,,,
Ir76b,1185,-0.009727642,4.326217844,0.00761937,0.933168271,0.987330034,
,,,,,,,
CG6401,2435,0.012124061,5.201839895,0.007491689,0.933728969,0.987417923,
,,,,,,,
AGAP001980-PA [Anopheles gambiae str. PEST] eval 0,2484,0.007078452,9.096819813,0.007393327,0.93416421,0.987417923,
,,,,,,,
CG9630,1882,-0.008393098,5.0577071,0.007381155,0.934218272,0.987417923,
,,,,,,,
CG15891,635,-0.008993625,4.993183382,0.007355889,0.934330636,0.987417923,
,,,,,,,
Hr39,5078,-0.008402747,7.363676247,0.007347816,0.934366578,0.987417923,
,,,,,,,
Grasp65,1813,0.010447705,2.687599413,0.007300923,0.934575753,0.987417923,
,,,,,,,
CG5335,1147,0.01340152,2.588156992,0.007297935,0.934589107,0.987417923,
,,,,,,,
mtacp1,452,-0.008487938,5.734020727,0.007294256,0.934605551,0.987417923,
,,,,,,,
DNA-ligI,2646,0.007452192,8.135096439,0.007259256,0.93476219,0.987417923,
,,,,,,,
CG32649,2264,0.00910834,6.623674861,0.007249107,0.934807681,0.987417923,
,,,,,,,
Ogg1,505,-0.007055996,7.563242139,0.007229138,0.934897284,0.987417923,
,,,,,,,
nct,2400,0.009185383,6.943018268,0.007119007,0.935393714,0.98749902,
,,,,,,,
CG31301,1534,-0.007791836,7.217065867,0.007116014,0.935407256,0.98749902,
,,,,,,,
Kdm4A,1454,0.008087642,5.311297275,0.007112536,0.935423,0.98749902,
,,,,,,,
fabp,365,0.01146528,2.821555022,0.007057927,0.935670705,0.987602525,
,,,,,,,
Sec15,2419,-0.009565698,5.919693924,0.007024568,0.935822499,0.987604777,
,,,,,,,
CG6404,2026,-0.008859949,7.091301894,0.006988213,0.935988338,0.987621849,
,,,,,,,
CG7492,876,-0.014795355,2.377614287,0.006939815,0.93620979,0.987697587,
,,,,,,,
CG33966_v2,1120,0.009750021,3.233370505,0.006795917,0.936872851,0.988136909,
,,,,,,,
Iswi,3383,-0.009946339,8.329222582,0.006784514,0.936925692,0.988136909,
,,,,,,,
Exo70,2159,-0.007055419,7.266955192,0.006567788,0.937938704,0.98900829,
,,,,,,,
CG15925,1858,-0.00788371,5.719040753,0.006543842,0.938051657,0.98900829,
,,,,,,,
CG14238,575,-0.015468799,1.28804309,0.007782284,0.938445017,0.989017886,
,,,,,,,
Ada2b_v2,996,-0.007893392,6.769119739,0.006406291,0.938704566,0.989017886,
,,,,,,,
CG9715,4565,-0.006752768,8.410011543,0.006364244,0.938905551,0.989017886,
,,,,,,,
CG4041,2464,-0.00879381,5.291218953,0.006321533,0.939110403,0.989017886,
,,,,,,,
Aven,971,0.009736991,5.403139981,0.006294077,0.939242451,0.989017886,
,,,,,,,
Catsup,1681,-0.006786614,7.58973065,0.00625633,0.939424472,0.989017886,
,,,,,,,
Aats-ala-m,3160,-0.008469676,7.513538984,0.006176219,0.939812621,0.989017886,
,,,,,,,
bbx,4579,0.011593424,7.302403975,0.006167661,0.939854234,0.989017886,
,,,,,,,
cbx,1680,0.007448552,4.961283653,0.006131068,0.940032498,0.989017886,
,,,,,,,
Bx42,1749,-0.007589724,7.87110224,0.006114327,0.940114235,0.989017886,
,,,,,,,
CG10326,1145,-0.00804149,7.089291036,0.006086345,0.940251101,0.989017886,
,,,,,,,
CG32174,951,0.010049337,3.791990088,0.005954442,0.940900578,0.989017886,
,,,,,,,
CG1309,1108,-0.006792062,6.466807352,0.005951456,0.940915365,0.989017886,
,,,,,,,
Cap-G,5246,0.008709322,7.264217804,0.005938823,0.940977967,0.989017886,
,,,,,,,
CG10874,503,-0.008401612,5.398064195,0.005896901,0.941186176,0.989017886,
,,,,,,,
CG12170,1425,-0.011092998,4.426068797,0.005847823,0.941430877,0.989017886,
,,,,,,,
140up,863,-0.008192742,4.027924194,0.005846905,0.941435465,0.989017886,
,,,,,,,
Tcp-1eta,1940,0.009298267,8.16419611,0.005816669,0.941586744,0.989017886,
,,,,,,,
Cct5,1965,-0.008745229,8.893667797,0.005771447,0.941813747,0.989017886,
,,,,,,,
TfIIB,1318,-0.006594147,6.11308107,0.005763069,0.941855902,0.989017886,
,,,,,,,
CG3625,784,0.006997233,5.448023695,0.00575243,0.941909477,0.989017886,
,,,,,,,
CG3756,1468,0.008099287,6.164555648,0.005745143,0.941946199,0.989017886,
,,,,,,,
CG4042,573,-0.006776721,6.060093567,0.005701052,0.942168904,0.989017886,
,,,,,,,
qin,5533,-0.006967751,7.668509227,0.005697165,0.94218858,0.989017886,
,,,,,,,
Art7,2094,0.007479339,5.767338985,0.005651584,0.9424198,0.989017886,
,,,,,,,
CG11454,1170,0.007065082,8.309961156,0.005642793,0.942464505,0.989017886,
,,,,,,,
Arpc3A,578,0.008260333,6.413155282,0.00563963,0.942480594,0.989017886,
,,,,,,,
hppy,4497,0.006282879,6.779690634,0.00563677,0.942495152,0.989017886,
,,,,,,,
subdued,3606,0.010225131,5.842750613,0.00561637,0.942599075,0.989017886,
,,,,,,,
CG10513,1169,-0.008458517,4.271308206,0.005583114,0.942768907,0.989017886,
,,,,,,,
CG42726,2218,0.006970055,6.98458358,0.005543864,0.942969999,0.989017886,
,,,,,,,
Rbbp5,1501,0.011448282,3.927585918,0.005537262,0.943003892,0.989017886,
,,,,,,,
CG9588,677,-0.007979299,4.762478568,0.005510078,0.943143671,0.989017886,
,,,,,,,
pall,1728,-0.008553366,6.744837357,0.005507592,0.943156472,0.989017886,
,,,,,,,
Su(var)2-10,2751,0.008533556,9.31087148,0.005419277,0.943613101,0.989063895,
,,,,,,,
CG5196,1794,-0.010051856,6.602788661,0.005405366,0.943685368,0.989063895,
,,,,,,,
Mdh1,1657,0.007347997,7.013317984,0.005393706,0.94374601,0.989063895,
,,,,,,,
CG2021,412,0.009026037,5.013140874,0.005383361,0.943799871,0.989063895,
,,,,,,,
CG10778,1424,0.007852421,7.3543117,0.005352771,0.943959442,0.989074049,
,,,,,,,
wun_v2,2618,0.006271933,5.385767606,0.005240167,0.944550819,0.98953657,
,,,,,,,
Meics_v16,1411,-0.007022985,5.011152791,0.005143353,0.945064402,0.989608677,
,,,,,,,
FBgn0000577 eval 0.004,222,0.009493945,6.981110205,0.005139169,0.945086709,0.989608677,
,,,,,,,
CG5337,3511,0.006767127,5.933415182,0.005119322,0.945192635,0.989608677,
,,,,,,,
CG3061_v2,3843,0.0066288,7.82632588,0.005075764,0.945425841,0.989608677,
,,,,,,,
Pomp,511,0.007015061,6.693273618,0.005047664,0.945576818,0.989608677,
,,,,,,,
CG10306,800,0.008681902,6.541434402,0.005003019,0.945817564,0.989608677,
,,,,,,,
twin_v2,1369,-0.013722972,6.981338986,0.004935444,0.946184026,0.989608677,
,,,,,,,
l(1)G0045,1095,-0.006543544,5.591985348,0.004925812,0.946236463,0.989608677,
,,,,,,,
CG1662,957,0.008085203,5.763539962,0.004913893,0.946301425,0.989608677,
,,,,,,,
wfs1,3218,-0.007702165,5.944532227,0.004907664,0.946335409,0.989608677,
,,,,,,,
AAEL010133-PA [Aedes aegypti] eval 5e-136,6684,0.00592604,7.43485904,0.004896054,0.9463988,0.989608677,
,,,,,,,
CG13532,1494,-0.008695355,4.170477535,0.004892319,0.946419209,0.989608677,
,,,,,,,
jhamt eval 0.002,522,-0.007460713,4.100445826,0.00486291,0.946580192,0.989620197,
,,,,,,,
CG43427,6101,-0.010930426,7.610706477,0.004773154,0.947074567,0.98995126,
,,,,,,,
Cul2,2745,0.00579891,7.309591717,0.004732867,0.947297981,0.98995126,
,,,,,,,
eIF-3p66,1873,0.006599135,8.382479493,0.004724069,0.947346902,0.98995126,
,,,,,,,
bip2,4180,0.007531909,7.91948131,0.004544261,0.948356875,0.990849749,
,,,,,,,
CG31249,1290,-0.006782764,7.408484526,0.00444738,0.948909384,0.991190721,
,,,,,,,
CG5805,2012,-0.006146794,6.549884881,0.004434441,0.948983631,0.991190721,
,,,,,,,
MrgBP,2040,-0.005735036,7.079336832,0.004317227,0.949661253,0.991741511,
,,,,,,,
CG1139,1016,0.014636107,1.432755179,0.004261465,0.949986865,0.991850318,
,,,,,,,
CG32679,1218,-0.009458857,2.509247489,0.004218308,0.95024034,0.991850318,
,,,,,,,
CG5220,1239,0.005750926,5.26930628,0.004200133,0.950347478,0.991850318,
,,,,,,,
lola_v2,1222,0.00673411,4.584034705,0.004186183,0.950429873,0.991850318,
,,,,,,,
SP1029,3319,-0.008269024,8.678024585,0.00416865,0.950533622,0.991850318,
,,,,,,,
ERR,2580,-0.005517908,6.343066118,0.00414612,0.950667262,0.991850318,
,,,,,,,
lig3,3123,0.00794619,4.454480041,0.004102893,0.950924695,0.991962071,
,,,,,,,
CG6353,561,-0.012788201,1.610250002,0.00405525,0.951210008,0.991977955,
,,,,,,,
AAEL003671-PA [Aedes aegypti] eval 2e-23,2822,0.01278815,8.34017667,0.004043908,0.95127818,0.991977955,
,,,,,,,
CG7044,3202,0.00532517,5.832045942,0.004016335,0.951444308,0.991977955,
,,,,,,,
CycE,4305,-0.005399466,7.442867507,0.00398377,0.95164125,0.991977955,
,,,,,,,
cbc,1396,0.005788846,5.608659038,0.003975477,0.951691534,0.991977955,
,,,,,,,
beg,1217,0.008037619,5.621781621,0.003919773,0.952030661,0.99217472,
,,,,,,,
Nop60B,1506,-0.007352579,8.714689246,0.003839153,0.952525792,0.992389413,
,,,,,,,
smg,571,-0.004990686,9.359284332,0.003787465,0.952845985,0.992389413,
,,,,,,,
crp,3600,-0.006022963,8.674835378,0.003787156,0.952847902,0.992389413,
,,,,,,,
Gld2,5212,-0.012199174,10.0610255,0.003732176,0.953190922,0.992389413,
,,,,,,,
Dip-C,1801,0.006942903,5.681804648,0.00370158,0.953382914,0.992389413,
,,,,,,,
coro,3007,0.005486144,7.02844346,0.003643691,0.953748352,0.992389413,
,,,,,,,
Mcm7,2332,-0.00803167,8.825036867,0.003638429,0.953781715,0.992389413,
,,,,,,,
CG14786,3121,0.005871227,4.74757235,0.003635933,0.953797549,0.992389413,
,,,,,,,
Nxt1,558,-0.005944328,6.08324517,0.003635255,0.953801851,0.992389413,
,,,,,,,
CG7441,1271,-0.009725385,6.562367496,0.003601347,0.954017512,0.992389413,
,,,,,,,
CG5726,3206,-0.00627137,8.789217885,0.003572572,0.954201326,0.992389413,
,,,,,,,
CG40160,1434,-0.006262203,4.181954599,0.003569819,0.95421895,0.992389413,
,,,,,,,
exd,2420,-0.006261974,6.67253656,0.003563776,0.954257663,0.992389413,
,,,,,,,
CG15914,1374,0.005373671,5.425913343,0.003550621,0.954342054,0.992389413,
,,,,,,,
luna,2680,0.01466369,2.878890108,0.003451455,0.954983298,0.992596672,
,,,,,,,
MFS16,1602,0.005341149,6.749978211,0.003447665,0.955007988,0.992596672,
,,,,,,,
FBgn0032733 eval 2e-05,211,-0.011985417,1.703008704,0.003419972,0.955188811,0.992596672,
,,,,,,,
eEF1delta,344,0.005987725,7.676685009,0.003415559,0.955217692,0.992596672,
,,,,,,,
uex,4466,0.0047443,7.739771236,0.003311189,0.955906327,0.992596672,
,,,,,,,
sda_v2,747,0.012577746,0.850721528,0.004027777,0.955922999,0.992596672,
,,,,,,,
Fdh_v3,878,-0.010562112,1.342518304,0.0032849,0.95608149,0.992596672,
,,,,,,,
asp,6911,0.009890746,8.515461898,0.003253763,0.956289873,0.992596672,
,,,,,,,
AAEL013402-PB, partial [Aedes aegypti] eval 1e-26,2416,-0.080674451,8.286580914,0.956387077,0.364376801,0.838288712
,,,,,,,
mdy,1720,-0.004989349,7.307102148,0.003233684,0.956424775,0.992596672,
,,,,,,,
CG4769,1483,0.00693429,7.374960486,0.003227231,0.956468224,0.992596672,
,,,,,,,
CG5734,3111,0.005103277,5.532124255,0.003209507,0.956587781,0.992596672,
,,,,,,,
VhaM8.9,1338,-0.005535992,7.5332926,0.003193698,0.956694698,0.992596672,
,,,,,,,
CG10055,1273,0.005775556,6.25336127,0.003192405,0.956703455,0.992596672,
,,,,,,,
Ssdp_v2,1599,0.007467463,6.411911194,0.003191654,0.956708537,0.992596672,
,,,,,,,
CG8414_v2,1327,-0.005262671,10.16693915,0.003178518,0.95679761,0.992596672,
,,,,,,,
EndoG,1098,-0.00586183,5.993373206,0.003121749,0.957184682,0.992807646,
,,,,,,,
sinu,2007,0.005086802,6.090154265,0.003086519,0.957426665,0.992807646,
,,,,,,,
IntS12,667,-0.004993637,5.0268492,0.003082796,0.95745232,0.992807646,
,,,,,,,
lid,7809,0.011855266,8.597096179,0.003052377,0.95766251,0.992808547,
,,,,,,,
Mink eval 4e-08,1483,0.005199735,8.320157731,0.003039171,0.957754086,0.992808547,
,,,,,,,
Glg1,4341,0.010104899,6.578665686,0.002945979,0.958406086,0.993009289,
,,,,,,,
Rtf1,3116,0.004438236,8.596956807,0.002945971,0.958406146,0.993009289,
,,,,,,,
Oda,1379,-0.012583504,9.10923085,0.002910695,0.958655638,0.993009289,
,,,,,,,
CG33332,890,0.005403,5.062245573,0.002896377,0.95875734,0.993009289,
,,,,,,,
CG11537,2776,-0.004892369,6.795641229,0.002896094,0.958759355,0.993009289,
,,,,,,,
RhoGAPp190_v2,381,-0.010125885,3.650991125,0.002804713,0.959414488,0.993009289,
,,,,,,,
CG9977,2369,0.004656795,7.232249456,0.002800985,0.959441443,0.993009289,
,,,,,,,
vtd_v2,1501,-0.007937869,7.067072091,0.002786073,0.959549431,0.993009289,
,,,,,,,
CG9330,2284,0.005031843,8.450990721,0.002769623,0.959668902,0.993009289,
,,,,,,,
comr,1248,0.006380428,5.126148681,0.002766091,0.959694599,0.993009289,
,,,,,,,
CG9776,3968,0.009109947,7.324106945,0.002759081,0.959745646,0.993009289,
,,,,,,,
hng2,1274,0.004817468,5.05008809,0.0027511,0.959803848,0.993009289,
,,,,,,,
CG1407,2664,-0.005042076,6.364438826,0.002737398,0.959903963,0.993009289,
,,,,,,,
CG33964,1867,-0.00491214,4.761761965,0.002689508,0.960255882,0.993217643,
,,,,,,,
CG7265,1330,-0.004536788,6.833939694,0.002638374,0.96063512,0.993341197,
,,,,,,,
CG7810,1239,0.007169371,4.335454514,0.002622261,0.960755386,0.993341197,
,,,,,,,
mio,2576,-0.004790062,6.366680867,0.0026127,0.960826923,0.993341197,
,,,,,,,
CG7382,861,-0.004453756,5.747773753,0.002534942,0.96141367,0.993390097,
,,,,,,,
mav,1656,0.008293258,2.611693384,0.002533013,0.961428341,0.993390097,
,,,,,,,
CG8097,1337,0.009776057,3.138021894,0.002527872,0.961467468,0.993390097,
,,,,,,,
Csas,666,-0.007978627,1.823687811,0.002526703,0.961476368,0.993390097,
,,,,,,,
CG8372,580,0.005425319,4.449755418,0.002458492,0.961999419,0.993735125,
,,,,,,,
Orc6,751,0.005388743,7.698173197,0.002443999,0.962111488,0.993735125,
,,,,,,,
JIL-1,7238,0.008713103,8.04302031,0.002399519,0.962457523,0.99374541,
,,,,,,,
Atg18a,1788,-0.003965607,8.821706917,0.002392363,0.962513494,0.99374541,
,,,,,,,
kraken,1563,0.004028675,6.14254934,0.002341323,0.962915168,0.99374541,
,,,,,,,
Flo2,2672,0.0054501,5.554579183,0.002309931,0.963164397,0.99374541,
,,,,,,,
Prosbeta6,934,0.004586402,7.955029727,0.00228532,0.963360973,0.99374541,
,,,,,,,
Den1,891,0.005353415,5.650710262,0.002276418,0.963432341,0.99374541,
,,,,,,,
CG15403,539,-0.00432951,6.794324365,0.002266021,0.96351587,0.99374541,
,,,,,,,
Sec63,2437,0.004207216,7.83877526,0.002244702,0.963687755,0.99374541,
,,,,,,,
drk,2399,0.004397682,6.425125838,0.002205226,0.964008191,0.99374541,
,,,,,,,
CG1234,2496,0.005387272,6.574989658,0.002189819,0.96413404,0.99374541,
,,,,,,,
Rae1,1331,-0.005100611,6.247789002,0.002178374,0.964227803,0.99374541,
,,,,,,,
Vps39,2742,0.004244434,6.376572938,0.002176885,0.96424002,0.99374541,
,,,,,,,
EloA,1591,-0.004089646,7.134844907,0.002161037,0.964370318,0.99374541,
,,,,,,,
Grasp65_v2,1813,-0.005582094,3.375813015,0.002160105,0.964377996,0.99374541,
,,,,,,,
fs(1)K10,3048,-0.003855608,6.348357086,0.002159825,0.964380301,0.99374541,
,,,,,,,
dlp,3434,0.004812241,5.63830036,0.002117036,0.964734612,0.993955302,
,,,,,,,
ECSIT,1483,-0.004685239,5.916266218,0.0020887,0.964971229,0.994043887,
,,,,,,,
Mtpalpha,782,-0.006684881,6.012687061,0.002070222,0.965126395,0.994048553,
